Timestamp,TimetoaddEvent,Trialtime,ClipLength,ClipBeginsatTrialtime,Clip,Min.secTostart,Min.secToremove,Min.secTochoice,BatID_num,FruitID,Order,AmideTx,Amide,CageID,BatID,Sp,Fight,TimeofFight,Attacker,Outcome,Treatmentgroup,GroupSize,Comments,Sex,Age,Bag+Bat,Bag,Weight,Forearm,Tibia,RepStat
,,,41.21,82.32,17,,1.04,1.04,1,f8,7,PretR,P. reticulatum ripe,Cs_0718,Cs_0718_1,Cs,0,NA,NA,NA,Pr,4,"No more fruits on right side, stopped review",,,,,,,,
,,,41.21,82.32,17,,9.42,9.42,1,f2,8,con,P. reticulatum ripe,Cs_0718,Cs_0718_1,Cs,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,0.15,123.53,18,0.15,,0.15,NA,f1,9,con,P. reticulatum ripe,Cs_0718,Cs_0718_NA,Cs,0,NA,NA,NA,Pr,4,finished review 7/14/2015,,,,,,,,
,,,41.13,0,4,,3.17,3.17,1,f7,1,con,P. reticulatum ripe,Cc_0720,Cc_0720_1,Cc,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.13,0,4,,6.39,6.39,4,f9,2,con,P. reticulatum ripe,Cc_0720,Cc_0720_4,Cc,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.13,0,4,,8.12,8.12,1,f4,3,PretR,P. reticulatum ripe,Cc_0720,Cc_0720_1,Cc,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.13,0,4,,10.34,10.34,4,f8,4,con,P. reticulatum ripe,Cc_0720,Cc_0720_4,Cc,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.13,0,4,,35.28,35.28,5,f2,5,PretR,P. reticulatum ripe,Cc_0720,Cc_0720_5,Cc,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.2,41.13,5,,7.43,7.43,1,f10,6,con,P. reticulatum ripe,Cc_0720,Cc_0720_1,Cc,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.14,82.33,6,,14.29,14.29,5,f6,7,con,P. reticulatum ripe,Cc_0720,Cc_0720_5,Cc,0,NA,NA,NA,Pr,5,"No more right side fruits, stopped review",,,,,,,,
,,,41.14,82.33,6,,32.42,32.42,1,f3,8,PretR,P. reticulatum ripe,Cc_0720,Cc_0720_1,Cc,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,27.08,123.47,7,,5.57,5.57,4,f5,9,PretR,P. reticulatum ripe,Cc_0720,Cc_0720_4,Cc,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,27.08,123.47,7,,24.32,24.32,1,f1,10,PretR,P. reticulatum ripe,Cc_0720,Cc_0720_1,Cc,0,NA,NA,NA,Pr,5,finished review 7/14/2015,,,,,,,,
,,,41.23,41.2,1,,2.53,2.53,1,f1,1,PretR,P. reticulatum ripe,Cp_0720,Cp_0720_1,Cp,0,NA,NA,NA,Pr,1,f2 knocked over,,,,,,,,
,,,41.23,41.2,1,,20.3,20.3,1,f4,2,PretR,P. reticulatum ripe,Cp_0720,Cp_0720_1,Cp,0,NA,NA,NA,Pr,1,,,,,,,,,
,,,41.23,41.2,1,,29,29,1,f9,3,con,P. reticulatum ripe,Cp_0720,Cp_0720_1,Cp,0,NA,NA,NA,Pr,1,,,,,,,,,
,,,41.23,41.2,1,,33.3,33.3,1,f8,4,con,P. reticulatum ripe,Cp_0720,Cp_0720_1,Cp,0,NA,NA,NA,Pr,1,,,,,,,,,
,,,41.18,82.43,2,,6.3,6.3,1,f3,5,PretR,P. reticulatum ripe,Cp_0720,Cp_0720_1,Cp,0,NA,NA,NA,Pr,1,,,,,,,,,
,,,41.18,82.43,2,,38.4,38.4,1,f7,6,con,P. reticulatum ripe,Cp_0720,Cp_0720_1,Cp,0,NA,NA,NA,Pr,1,,,,,,,,,
,,,41.22,124.01,3,,22.27,22.27,1,f10,7,con,P. reticulatum ripe,Cp_0720,Cp_0720_1,Cp,0,NA,NA,NA,Pr,1,,,,,,,,,
,,,6.13,165.23,4,6.13,,6.13,1,f5,8,PretR,P. reticulatum ripe,Cp_0720,Cp_0720_1,Cp,0,NA,NA,NA,Pr,1,,,,,,,,,
,,,6.13,165.23,4,6.13,,6.13,1,f6,8,con,P. reticulatum ripe,Cp_0720,Cp_0720_1,Cp,0,NA,NA,NA,Pr,1,,,,,,,,,
,,,41.15,41.14,20,,20.51,20.51,1,f3,1,PretR,P. reticulatum ripe,Cs_0720,Cs_0720_1,Cs,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,41.15,41.14,20,,24.13,24.13,1,f2,2,PretR,P. reticulatum ripe,Cs_0720,Cs_0720_1,Cs,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,41.17,82.29,21,,22.53,22.53,1,f4,3,PretR,P. reticulatum ripe,Cs_0720,Cs_0720_1,Cs,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,41.18,83.46,22,,7.08,7.08,2,f8,4,con,P. reticulatum ripe,Cs_0720,Cs_0720_2,Cs,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,4.56,125.04,23,4.56,,4.56,NA,f1,5,PretR,P. reticulatum ripe,Cs_0720,Cs_0720_NA,Cs,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,4.56,125.04,23,4.56,,4.56,NA,f5,5,PretR,P. reticulatum ripe,Cs_0720,Cs_0720_NA,Cs,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,4.56,125.04,23,4.56,,4.56,NA,f6,5,con,P. reticulatum ripe,Cs_0720,Cs_0720_NA,Cs,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,4.56,125.04,23,4.56,,4.56,NA,f7,5,con,P. reticulatum ripe,Cs_0720,Cs_0720_NA,Cs,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,4.56,125.04,23,4.56,,4.56,NA,f9,5,con,P. reticulatum ripe,Cs_0720,Cs_0720_NA,Cs,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,4.56,125.04,23,4.56,,4.56,NA,f10,5,con,P. reticulatum ripe,Cs_0720,Cs_0720_NA,Cs,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,41.18,0,0,,30.03,30.03,4,f3,1,con,P. reticulatum ripe,Cc_0721,Cc_0721_4,Cc,0,NA,NA,NA,Pr,4,f5 missed,,,,,,,,
,,,41.17,41.18,1,,11.34,11.34,4,f2,2,con,P. reticulatum ripe,Cc_0721,Cc_0721_4,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.17,41.18,1,,22.34,22.34,3,f1,3,con,P. reticulatum ripe,Cc_0721,Cc_0721_3,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,20.28,123.54,3,20.28,,20.28,NA,f4,4,con,P. reticulatum ripe,Cc_0721,Cc_0721_NA,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,20.28,123.54,3,20.28,,20.28,NA,f6,4,PretR,P. reticulatum ripe,Cc_0721,Cc_0721_NA,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,20.28,123.54,3,20.28,,20.28,NA,f7,4,PretR,P. reticulatum ripe,Cc_0721,Cc_0721_NA,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,20.28,123.54,3,20.28,,20.28,NA,f8,4,PretR,P. reticulatum ripe,Cc_0721,Cc_0721_NA,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,20.28,123.54,3,20.28,,20.28,NA,f9,4,PretR,P. reticulatum ripe,Cc_0721,Cc_0721_NA,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,20.28,123.54,3,20.28,,20.28,NA,f10,4,PretR,P. reticulatum ripe,Cc_0721,Cc_0721_NA,Cc,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.2,0,0,,8.27,8.27,1,f1,1,con,P. reticulatum ripe,Cs_0721,Cs_0721_1,Cs,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.2,0,0,,12.03,12.03,NA,f4,2,con,P. reticulatum ripe,Cs_0721,Cs_0721_NA,Cs,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.2,0,0,,31.11,31.11,1,f3,3,con,P. reticulatum ripe,Cs_0721,Cs_0721_1,Cs,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.2,0,0,,40.4,40.4,2,f5,4,con,P. reticulatum ripe,Cs_0721,Cs_0721_2,Cs,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.22,41.2,16,,27.43,27.43,3,f10,5,PretR,P. reticulatum ripe,Cs_0721,Cs_0721_3,Cs,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.22,41.2,16,,30.42,30.42,4,f9,6,PretR,P. reticulatum ripe,Cs_0721,Cs_0721_4,Cs,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.22,41.2,16,22.1,,22.1,NA,f2,7,con,P. reticulatum ripe,Cs_0721,Cs_0721_NA,Cs,0,NA,NA,NA,Pr,4,no more left side review,,,,,,,,
,,,41.13,82.42,17,,1.17,1.14,1,f7,7,PretR,P. reticulatum ripe,Cs_0721,Cs_0721_1,Cs,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.13,82.42,17,,1.17,1.14,1,f8,7,PretR,P. reticulatum ripe,Cs_0721,Cs_0721_1,Cs,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.13,82.42,17,,19.05,19.05,1,f6,8,PretR,P. reticulatum ripe,Cs_0721,Cs_0721_1,Cs,0,NA,NA,NA,Pr,4,finished review 7/14/2015,,,,,,,,
,,,41.16,0,4,,22.19,22.19,1,f2,1,con,P. reticulatum ripe,Cp_0722a,Cp_0722a_1,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.16,0,4,,34.18,34.18,4,f3,2,con,P. reticulatum ripe,Cp_0722a,Cp_0722a_4,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.16,0,4,,34.57,34.57,4,f4,3,con,P. reticulatum ripe,Cp_0722a,Cp_0722a_4,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.16,0,4,,35.21,35.21,5,f1,4,con,P. reticulatum ripe,Cp_0722a,Cp_0722a_5,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.16,0,4,,35.59,35.59,6,f5,5,con,P. reticulatum ripe,Cp_0722a,Cp_0722a_6,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.22,41.16,5,,7.04,7.04,3,f10,6,PretR,P. reticulatum ripe,Cp_0722a,Cp_0722a_3,Cp,0,NA,NA,NA,Pr,4,"No more left side fruits, stopped review",,,,,,,,
,,,41.22,41.16,5,,32.05,32.05,4,f6,7,PretR,P. reticulatum ripe,Cp_0722a,Cp_0722a_4,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.22,41.16,5,,33.33,33.33,1,f9,8,PretR,P. reticulatum ripe,Cp_0722a,Cp_0722a_1,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.22,82.38,6,,37.41,37.41,3,f7,9,PretR,P. reticulatum ripe,Cp_0722a,Cp_0722a_3,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.22,82.38,6,,39.42,39.42,3,f8,10,PretR,P. reticulatum ripe,Cp_0722a,Cp_0722a_3,Cp,0,NA,NA,NA,Pr,4,finished review 7/14/2015,,,,,,,,
,,,41.15,0,0,,27.08,27.08,1,f2,1,con,P. reticulatum ripe,Cp_0722b,Cp_0722b_1,Cp,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,41.12,41.15,1,,22.45,22.45,3,f3,2,con,P. reticulatum ripe,Cp_0722b,Cp_0722b_3,Cp,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,41.17,82.27,2,,27.36,27.36,1,f1,3,con,P. reticulatum ripe,Cp_0722b,Cp_0722b_1,Cp,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,7.57,123.44,3,7.57,,7.57,NA,f4,4,con,P. reticulatum ripe,Cp_0722b,Cp_0722b_NA,Cp,0,NA,NA,NA,Pr,3,seems like review stopped,,,,,,,,
,,,7.57,123.44,3,7.57,,7.57,NA,f5,4,con,P. reticulatum ripe,Cp_0722b,Cp_0722b_NA,Cp,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,7.57,123.44,3,7.57,,7.57,NA,f6,4,PretR,P. reticulatum ripe,Cp_0722b,Cp_0722b_NA,Cp,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,7.57,123.44,3,7.57,,7.57,NA,f7,4,PretR,P. reticulatum ripe,Cp_0722b,Cp_0722b_NA,Cp,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,7.57,123.44,3,7.57,,7.57,NA,f8,4,PretR,P. reticulatum ripe,Cp_0722b,Cp_0722b_NA,Cp,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,7.57,123.44,3,7.57,,7.57,NA,f9,4,PretR,P. reticulatum ripe,Cp_0722b,Cp_0722b_NA,Cp,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,7.57,123.44,3,7.57,,7.57,NA,f10,4,PretR,P. reticulatum ripe,Cp_0722b,Cp_0722b_NA,Cp,0,NA,NA,NA,Pr,3,finished review 7/14/2015,,,,,,,,
,,,17.25,17.26,2,,2.32,2.32,4,f1,1,con,P. reticulatum ripe,Cp_0722c,Cp_0722c_4,Cp,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,17.25,17.26,2,,2.32,2.32,4,f2,2,con,P. reticulatum ripe,Cp_0722c,Cp_0722c_4,Cp,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,17.25,17.26,2,,10.56,10.56,4,f3,3,con,P. reticulatum ripe,Cp_0722c,Cp_0722c_4,Cp,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,17.26,69.44,5,,10.47,10.47,4,f7,4,PretR,P. reticulatum ripe,Cp_0722c,Cp_0722c_4,Cp,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,17.26,69.44,5,,12.11,12.11,1,f6,5,PretR,P. reticulatum ripe,Cp_0722c,Cp_0722c_1,Cp,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,3.03,121.52,8,3.03,,3.03,NA,f4,6,con,P. reticulatum ripe,Cp_0722c,Cp_0722c_NA,Cp,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,3.03,121.52,8,3.03,,3.03,NA,f5,6,con,P. reticulatum ripe,Cp_0722c,Cp_0722c_NA,Cp,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,3.03,121.52,8,3.03,,3.03,NA,f8,6,PretR,P. reticulatum ripe,Cp_0722c,Cp_0722c_NA,Cp,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,3.03,121.52,8,3.03,,3.03,NA,f9,6,PretR,P. reticulatum ripe,Cp_0722c,Cp_0722c_NA,Cp,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,3.03,121.52,8,3.03,,3.03,NA,f10,6,PretR,P. reticulatum ripe,Cp_0722c,Cp_0722c_NA,Cp,0,NA,NA,NA,Pr,2,,,,,,,,,
,,,41.12,0,0,,5.19,5.19,1,f8,1,con,P. reticulatum ripe,Cc_0723,Cc_0723_1,Cc,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,41.12,0,0,,31.15,31.15,3,f10,2,con,P. reticulatum ripe,Cc_0723,Cc_0723_3,Cc,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,41.12,0,0,,37.26,37.26,1,f7,3,con,P. reticulatum ripe,Cc_0723,Cc_0723_1,Cc,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,41.18,82.25,2,,0.28,0.28,1,f9,4,con,P. reticulatum ripe,Cc_0723,Cc_0723_1,Cc,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,41.13,123.43,3,,1.14,1.14,1,f2,5,PretR,P. reticulatum ripe,Cc_0723,Cc_0723_1,Cc,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,27.16,123.43,3,27.16,,27.16,NA,f1,6,PretR,P. reticulatum ripe,Cc_0723,Cc_0723_NA,Cc,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,27.16,123.43,3,27.16,,27.16,NA,f3,6,PretR,P. reticulatum ripe,Cc_0723,Cc_0723_NA,Cc,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,27.16,123.43,3,27.16,,27.16,NA,f4,6,PretR,P. reticulatum ripe,Cc_0723,Cc_0723_NA,Cc,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,27.16,123.43,3,27.16,,27.16,NA,f5,6,PretR,P. reticulatum ripe,Cc_0723,Cc_0723_NA,Cc,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,27.16,123.43,3,27.16,,27.16,NA,f6,6,con,P. reticulatum ripe,Cc_0723,Cc_0723_NA,Cc,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,41.22,0,1,,4.47,4.47,2,f9,1,con,P. reticulatum ripe,Cp_0723,Cp_0723_2,Cp,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.22,0,1,,9.23,9.23,2,f10,2,con,P. reticulatum ripe,Cp_0723,Cp_0723_2,Cp,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.22,0,1,,12.4,12.4,1,f1,3,PretR,P. reticulatum ripe,Cp_0723,Cp_0723_1,Cp,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.22,0,1,,12.53,12.53,3,f6,4,con,P. reticulatum ripe,Cp_0723,Cp_0723_3,Cp,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.22,0,1,,18.21,18.21,2,f8,5,con,P. reticulatum ripe,Cp_0723,Cp_0723_2,Cp,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.22,0,1,,27.57,27.57,1,f2,6,PretR,P. reticulatum ripe,Cp_0723,Cp_0723_1,Cp,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.22,0,1,,29.47,29.47,2,f4,7,PretR,P. reticulatum ripe,Cp_0723,Cp_0723_2,Cp,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.17,41.22,2,,1.11,1.11,3,f7,8,con,P. reticulatum ripe,Cp_0723,Cp_0723_3,Cp,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.17,41.22,2,,4.23,4.23,NA,f3,10,PretR,P. reticulatum ripe,Cp_0723,Cp_0723_NA,Cp,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.17,41.22,2,,4.15,4.15,4,f5,9,PretR,P. reticulatum ripe,Cp_0723,Cp_0723_4,Cp,0,NA,NA,NA,Pr,5,,,,,,,,,
,,,41.15,0,0,,3.42,3.42,2,f7,1,con,P. reticulatum ripe,Cs_0723,Cs_0723_2,Cs,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,41.15,0,0,,33.01,33.01,2,f8,2,con,P. reticulatum ripe,Cs_0723,Cs_0723_2,Cs,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,41.15,0,0,,40.49,40.49,2,f10,3,con,P. reticulatum ripe,Cs_0723,Cs_0723_2,Cs,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,41.18,82.34,17,,5.09,5.09,3,f9,4,con,P. reticulatum ripe,Cs_0723,Cs_0723_3,Cs,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,41.18,82.34,17,,33.57,33.57,1,f1,5,PretR,P. reticulatum ripe,Cs_0723,Cs_0723_1,Cs,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,26.55,123.52,18,26.55,,26.55,NA,f2,6,PretR,P. reticulatum ripe,Cs_0723,Cs_0723_NA,Cs,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,26.55,123.52,18,26.55,,26.55,NA,f3,6,PretR,P. reticulatum ripe,Cs_0723,Cs_0723_NA,Cs,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,26.55,123.52,18,26.55,,26.55,NA,f4,6,PretR,P. reticulatum ripe,Cs_0723,Cs_0723_NA,Cs,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,26.55,123.52,18,26.55,,26.55,NA,f5,6,PretR,P. reticulatum ripe,Cs_0723,Cs_0723_NA,Cs,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,26.55,123.52,18,26.55,,26.55,NA,f6,6,con,P. reticulatum ripe,Cs_0723,Cs_0723_NA,Cs,0,NA,NA,NA,Pr,3,,,,,,,,,
,,,41.18,0,0,,40.34,40.34,4,f3,1,con,P. reticulatum ripe,Cp_0724,Cp_0724_4,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.2,41.18,16,,14.13,14.13,5,f2,2,con,P. reticulatum ripe,Cp_0724,Cp_0724_5,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.2,41.18,16,,14.25,14.25,5,f1,3,con,P. reticulatum ripe,Cp_0724,Cp_0724_5,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.17,82.38,17,,6.1,6.1,6,f4,4,con,P. reticulatum ripe,Cp_0724,Cp_0724_6,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,41.17,82.38,17,,17.31,17.31,6,f5,5,con,P. reticulatum ripe,Cp_0724,Cp_0724_6,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,11.53,123.55,18,11.53,,11.53,NA,f6,7,PretR,P. reticulatum ripe,Cp_0724,Cp_0724_NA,Cp,0,NA,NA,NA,Pr,4,"No more left side fruits, stopped review",,,,,,,,
,,,11.53,123.55,18,11.53,,11.53,NA,f7,7,PretR,P. reticulatum ripe,Cp_0724,Cp_0724_NA,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,11.53,123.55,18,11.53,,11.53,NA,f8,7,PretR,P. reticulatum ripe,Cp_0724,Cp_0724_NA,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,11.53,123.55,18,11.53,,11.53,NA,f9,7,PretR,P. reticulatum ripe,Cp_0724,Cp_0724_NA,Cp,0,NA,NA,NA,Pr,4,,,,,,,,,
,,,11.53,123.55,18,last,7.05,7.05,NA,f10,6,PretR,P. reticulatum ripe,Cp_0724,Cp_0724_NA,Cp,0,NA,NA,NA,Pr,4,finished review 7/14/2015,,,,,,,,
,,,41.15,82.31,17,,10,10,1,f10,1,con,P. reticulatum ripe,Cs_0725,Cs_0725_1,Cs,0,NA,NA,NA,Pr,1,,,,,,,,,
,,,8.36,123.46,18,8.36,,8.36,1,f9,2,con,P. reticulatum ripe,Cs_0725,Cs_0725_1,Cs,0,NA,NA,NA,Pr,1,,,,,,,,,
